date,prix_fuel_domestique_ttc,prix_fuel_domestique_ht,prix_unitaire_gdf_base_ttc,prix_unitaire_gdf_b0_ttc,prix_unitaire_gdf_b1_ttc,prix_unitaire_gdf_b2i_ttc,tarif_fixe_gdf_base_ht,tarif_fixe_gdf_b0_ht,tarif_fixe_gdf_b1_ht,tarif_fixe_gdf_b2i_ht,prix_unitaire_gdf_zone1_base_ht,prix_unitaire_gdf_zone2_base_ht,prix_unitaire_gdf_zone3_base_ht,prix_unitaire_gdf_zone4_base_ht,prix_unitaire_gdf_zone5_base_ht,prix_unitaire_gdf_zone6_base_ht,prix_unitaire_gdf_zone1_b0_ht,prix_unitaire_gdf_zone2_b0_ht,prix_unitaire_gdf_zone3_b0_ht,prix_unitaire_gdf_zone4_b0_ht,prix_unitaire_gdf_zone5_b0_ht,prix_unitaire_gdf_zone6_b0_ht,prix_unitaire_gdf_zone1_b1_ht,prix_unitaire_gdf_zone2_b1_ht,prix_unitaire_gdf_zone3_b1_ht,prix_unitaire_gdf_zone4_b1_ht,prix_unitaire_gdf_zone5_b1_ht,prix_unitaire_gdf_zone6_b1_ht,prix_unitaire_gdf_zone1_b2i_ht,prix_unitaire_gdf_zone2_b2i_ht,prix_unitaire_gdf_zone3_b2i_ht,prix_unitaire_gdf_zone4_b2i_ht,prix_unitaire_gdf_zone5_b2i_ht,prix_unitaire_gdf_zone6_b2i_ht,tarif_fixe_gdf_base_ttc,tarif_fixe_gdf_b0_ttc,tarif_fixe_gdf_b1_ttc,tarif_fixe_gdf_b2i_ttc,tarif_fixe_base_3kva_ht,tarif_fixe_base_6kva_ht,tarif_fixe_base_9kva_ht,tarif_fixe_base_12kva_ht,tarif_fixe_base_15kva_ht,tarif_fixe_base_18kva_ht,tarif_fixe_base_24kva_ht,tarif_fixe_base_30kva_ht,tarif_fixe_base_36kva_ht,tarif_fixe_base_3kva_ttc,tarif_fixe_base_6kva_ttc,tarif_fixe_base_9kva_ttc,tarif_fixe_base_12kva_ttc,tarif_fixe_base_15kva_ttc,tarif_fixe_base_18kva_ttc
2002-05,0.3659,0.2572,0.0593,0.0487,0.0329,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.58,32.92,116.36,171.89,0.096,0.0787,0.0787,0.0787,0.0787,0.0787,0.0787,0.0787,0.0787,23.16,58.96,116.23,166.77,217.31,267.84
2002-06,0.3659,0.2572,0.0593,0.0487,0.0329,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.58,32.92,116.36,171.89,0.096,0.0787,0.0787,0.0787,0.0787,0.0787,0.0787,0.0787,0.0787,23.16,58.96,116.23,166.77,217.31,267.84
2002-07,0.3659,0.2572,0.0593,0.0487,0.0329,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.58,32.92,116.36,171.89,0.096,0.0787,0.0787,0.0787,0.0787,0.0787,0.0787,0.0787,0.0787,23.16,58.96,116.23,166.77,217.31,267.84
2002-08,0.3659,0.2572,0.0593,0.0487,0.0329,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.58,32.92,116.36,171.89,0.096,0.0787,0.0787,0.0787,0.0787,0.0787,0.0787,0.0787,0.0787,23.16,58.96,116.23,166.77,217.31,267.84
2002-09,0.3659,0.2572,0.0593,0.0487,0.0329,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.58,32.92,116.36,171.89,0.096,0.0787,0.0787,0.0787,0.0787,0.0787,0.0787,0.0787,0.0787,23.16,58.96,116.23,166.77,217.31,267.84
2002-10,0.3659,0.2572,0.0593,0.0487,0.0329,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.58,32.92,116.36,171.89,0.096,0.0787,0.0787,0.0787,0.0787,0.0787,0.0787,0.0787,0.0787,23.16,58.96,116.23,166.77,217.31,267.84
2002-11,0.3659,0.2572,0.0593,0.0487,0.0329,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.58,32.92,116.36,171.89,0.096,0.0787,0.0787,0.0787,0.0787,0.0787,0.0787,0.0787,0.0787,23.16,58.96,116.23,166.77,217.31,267.84
2002-12,0.3659,0.2572,0.0593,0.0487,0.0329,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.58,32.92,116.36,171.89,0.096,0.0787,0.0787,0.0787,0.0787,0.0787,0.0787,0.0787,0.0787,23.16,58.96,116.23,166.77,217.31,267.84
2003-01,0.3896,0.2692,0.0604,0.04969999999999999,0.0336,0.0315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.56,34.39,122.08,179.86,0.0927,0.0754,0.0754,0.0754,0.0754,0.0754,0.0754,0.0754,0.0754,23.51,59.87,118.06,169.44,220.81,272.19
2003-02,0.3896,0.2692,0.0604,0.04969999999999999,0.0336,0.0315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.56,34.39,122.08,179.86,0.0927,0.0754,0.0754,0.0754,0.0754,0.0754,0.0754,0.0754,0.0754,23.51,59.87,118.06,169.44,220.81,272.19
2003-03,0.3896,0.2692,0.0604,0.04969999999999999,0.0336,0.0315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.56,34.39,122.08,179.86,0.0927,0.0754,0.0754,0.0754,0.0754,0.0754,0.0754,0.0754,0.0754,23.51,59.87,118.06,169.44,220.81,272.19
2003-04,0.3896,0.2692,0.0604,0.04969999999999999,0.0336,0.0315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.56,34.39,122.08,179.86,0.0927,0.0754,0.0754,0.0754,0.0754,0.0754,0.0754,0.0754,0.0754,23.51,59.87,118.06,169.44,220.81,272.19
2003-05,0.3896,0.2692,0.0604,0.04969999999999999,0.0336,0.0315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.56,34.39,122.08,179.86,0.0927,0.0754,0.0754,0.0754,0.0754,0.0754,0.0754,0.0754,0.0754,23.51,59.87,118.06,169.44,220.81,272.19
2003-06,0.3896,0.2692,0.0604,0.04969999999999999,0.0336,0.0315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.56,34.39,122.08,179.86,0.0927,0.0754,0.0754,0.0754,0.0754,0.0754,0.0754,0.0754,0.0754,23.51,59.87,118.06,169.44,220.81,272.19
2003-07,0.3896,0.2692,0.0604,0.04969999999999999,0.0336,0.0315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.56,34.39,122.08,179.86,0.0927,0.0754,0.0754,0.0754,0.0754,0.0754,0.0754,0.0754,0.0754,23.51,59.87,118.06,169.44,220.81,272.19
2003-08,0.3896,0.2692,0.0604,0.04969999999999999,0.0336,0.0315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.56,34.39,122.08,179.86,0.0955,0.0777,0.0777,0.0777,0.0777,0.0777,0.0777,0.0777,0.0777,23.51,59.87,118.06,169.44,220.81,272.19
2003-09,0.3896,0.2692,0.0604,0.04969999999999999,0.0336,0.0315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.56,34.39,122.08,179.86,0.0955,0.0777,0.0777,0.0777,0.0777,0.0777,0.0777,0.0777,0.0777,23.51,59.87,118.06,169.44,220.81,272.19
2003-10,0.3896,0.2692,0.0604,0.04969999999999999,0.0336,0.0315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.56,34.39,122.08,179.86,0.0955,0.0777,0.0777,0.0777,0.0777,0.0777,0.0777,0.0777,0.0777,23.51,59.87,118.06,169.44,220.81,272.19
2003-11,0.3896,0.2692,0.0604,0.04969999999999999,0.0336,0.0315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.56,34.39,122.08,179.86,0.0955,0.0777,0.0777,0.0777,0.0777,0.0777,0.0777,0.0777,0.0777,23.51,59.87,118.06,169.44,220.81,272.19
2003-12,0.3896,0.2692,0.0604,0.04969999999999999,0.0336,0.0315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.56,34.39,122.08,179.86,0.0955,0.0777,0.0777,0.0777,0.0777,0.0777,0.0777,0.0777,0.0777,23.51,59.87,118.06,169.44,220.81,272.19
2004-01,0.45,0.3196,0.059,0.0479,0.0315,0.0294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,35.11,124.15,183.61,0.0943,0.0765,0.0765,0.0765,0.0765,0.0765,0.0765,0.0765,0.0765,23.86,60.78,119.88,172.1,224.32,276.54
2004-02,0.45,0.3196,0.059,0.0479,0.0315,0.0294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,35.11,124.15,183.61,0.0943,0.0765,0.0765,0.0765,0.0765,0.0765,0.0765,0.0765,0.0765,23.86,60.78,119.88,172.1,224.32,276.54
2004-03,0.45,0.3196,0.059,0.0479,0.0315,0.0294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,35.11,124.15,183.61,0.0943,0.0765,0.0765,0.0765,0.0765,0.0765,0.0765,0.0765,0.0765,23.86,60.78,119.88,172.1,224.32,276.54
2004-04,0.45,0.3196,0.059,0.0479,0.0315,0.0294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,35.11,124.15,183.61,0.0943,0.0765,0.0765,0.0765,0.0765,0.0765,0.0765,0.0765,0.0765,23.86,60.78,119.88,172.1,224.32,276.54
2004-05,0.45,0.3196,0.059,0.0479,0.0315,0.0294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,35.11,124.15,183.61,0.0943,0.0765,0.0765,0.0765,0.0765,0.0765,0.0765,0.0765,0.0765,23.86,60.78,119.88,172.1,224.32,276.54
2004-06,0.45,0.3196,0.059,0.0479,0.0315,0.0294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,35.11,124.15,183.61,0.0943,0.0765,0.0765,0.0765,0.0765,0.0765,0.0765,0.0765,0.0765,23.86,60.78,119.88,172.1,224.32,276.54
2004-07,0.45,0.3196,0.059,0.0479,0.0315,0.0294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,35.11,124.15,183.61,0.0943,0.0765,0.0765,0.0765,0.0765,0.0765,0.0765,0.0765,0.0765,23.86,60.78,119.88,172.1,224.32,276.54
2004-08,0.45,0.3196,0.059,0.0479,0.0315,0.0294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,35.11,124.15,183.61,0.0943,0.0765,0.0765,0.0765,0.0765,0.0765,0.0765,0.0765,0.0765,23.86,60.78,119.88,172.1,224.32,276.54
2004-09,0.45,0.3196,0.059,0.0479,0.0315,0.0294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,35.11,124.15,183.61,0.0943,0.0765,0.0765,0.0765,0.0765,0.0765,0.0765,0.0765,0.0765,23.86,60.78,119.88,172.1,224.32,276.54
2004-10,0.45,0.3196,0.059,0.0479,0.0315,0.0294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,35.11,124.15,183.61,0.0943,0.0765,0.0765,0.0765,0.0765,0.0765,0.0765,0.0765,0.0765,23.86,60.78,119.88,172.1,224.32,276.54
